Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,,
2020-02-27,152.01377868652344,158.17999267578125,167.02999877929688,157.97999572753906,163.32000732421875,93174900
2020-02-28,155.69447326660156,162.00999450683594,163.7100067138672,152.0,152.41000366210938,97012700
2020-03-02,166.05426025390625,172.7899932861328,172.9199981689453,162.30999755859375,165.30999755859375,71030800
2020-03-03,158.0970001220703,164.50999450683594,175.0,162.25999450683594,173.8000030517578,71677000
2020-03-04,163.90158081054688,170.5500030517578,170.6999969482422,165.6199951171875,168.49000549316406,49814400
2020-03-05,159.7884521484375,166.27000427246094,170.8699951171875,165.69000244140625,166.0500030517578,47817300
2020-03-06,155.2716522216797,161.57000732421875,163.11000061035156,156.0,162.61000061035156,72821100
2020-03-09,144.74850463867188,150.6199951171875,157.75,150.0,151.0,70419300
2020-03-10,154.64698791503906,160.9199981689453,161.02999877929688,152.5800018310547,158.16000366210938,65354400
2020-03-11,147.64114379882812,153.6300048828125,157.6999969482422,151.14999389648438,157.1300048828125,56371600
2020-03-12,133.63914489746094,139.05999755859375,153.47000122070312,138.5800018310547,145.3000030517578,93226400
2020-03-13,152.63845825195312,158.8300018310547,161.91000366210938,140.72999572753906,147.5,92727400
2020-03-16,130.1410369873047,135.4199981689453,149.35000610351562,135.0,140.0,87905900
2020-03-17,140.8563995361328,146.57000732421875,147.5,135.0,140.0,81059800
2020-03-18,134.92689514160156,140.39999389648438,146.0,135.02000427246094,138.0,81593200
2020-03-19,137.1468505859375,142.7100067138672,150.14999389648438,139.0,142.77000427246094,85922700
2020-03-20,131.9958038330078,137.35000610351562,147.10000610351562,135.86000061035156,146.0,84866200
2020-03-23,130.6792449951172,135.97999572753906,140.57000732421875,132.52000427246094,137.00999450683594,78975200
2020-03-24,142.557373046875,148.33999633789062,149.60000610351562,141.27000427246094,143.75,82516700
2020-03-25,141.1927490234375,146.9199981689453,154.3300018310547,144.44000244140625,148.91000366210938,75638200
2020-03-26,150.02450561523438,156.11000061035156,156.66000366210938,148.3699951171875,148.39999389648438,64568100
2020-03-27,143.86434936523438,149.6999969482422,154.88999938964844,149.1999969482422,151.75,57042300
2020-03-30,153.98387145996094,160.22999572753906,160.60000610351562,150.00999450683594,152.44000244140625,63420300
2020-03-31,151.56210327148438,157.7100067138672,164.77999877929688,156.55999755859375,159.39999389648438,77927200
2020-04-01,146.18040466308594,152.11000061035156,157.75,150.82000732421875,153.0,57969900
2020-04-02,149.2076416015625,155.25999450683594,155.47999572753906,150.36000061035156,151.86000061035156,49630700
2020-04-03,147.83340454101562,153.8300018310547,157.3800048828125,152.19000244140625,155.10000610351562,41243300
2020-04-06,158.82742309570312,165.27000427246094,166.5,157.5800018310547,160.32000732421875,67111700
2020-04-07,157.1168212890625,163.49000549316406,170.0,163.25999450683594,169.58999633789062,62769000
2020-04-08,158.69285583496094,165.1300048828125,166.6699981689453,163.5,165.6699981689453,48318200
2020-04-09,158.7024688720703,165.13999938964844,167.3699951171875,163.3300018310547,166.36000061035156,51385100
2020-04-13,159.0580291748047,165.50999450683594,165.57000732421875,162.3000030517578,164.35000610351562,41905300
2020-04-14,166.92877197265625,173.6999969482422,173.75,168.0,169.0,52874300
2020-04-15,165.17971801757812,171.8800048828125,173.57000732421875,169.24000549316406,171.1999969482422,40940800
2020-04-16,170.13856506347656,177.0399932861328,177.27999877929688,172.89999389648438,174.3000030517578,50479600
2020-04-17,171.63778686523438,178.60000610351562,180.0,175.8699951171875,179.5,52765600
2020-04-20,168.2357635498047,175.05999755859375,178.75,174.99000549316406,176.6300048828125,36669600
2020-04-21,161.27798461914062,167.82000732421875,173.6699981689453,166.11000061035156,173.5,56203700
2020-04-22,166.7558135986328,173.52000427246094,174.0,170.82000732421875,171.38999938964844,34620200
2020-04-23,164.73765563964844,171.4199981689453,175.05999755859375,170.91000366210938,174.11000061035156,32790800
2020-04-24,167.7456512451172,174.5500030517578,174.55999755859375,170.7100067138672,172.05999755859375,34277600
2020-04-27,167.26513671875,174.0500030517578,176.89999389648438,173.3000030517578,176.58999633789062,33194400
2020-04-28,163.1904296875,169.80999755859375,175.6699981689453,169.38999938964844,175.58999633789062,34392700
2020-04-29,170.51336669921875,177.42999267578125,177.67999267578125,171.8800048828125,173.22000122070312,51286600
2020-04-30,172.2239990234375,179.2100067138672,180.39999389648438,176.22999572753906,180.0,53875900
2020-05-01,167.76486206054688,174.57000732421875,178.63999938964844,174.00999450683594,175.8000030517578,39370500
2020-05-04,171.868408203125,178.83999633789062,179.0,173.8000030517578,174.49000549316406,30372900
2020-05-05,173.71353149414062,180.75999450683594,183.64999389648438,179.89999389648438,180.6199951171875,36839200
2020-05-06,175.42417907714844,182.5399932861328,184.1999969482422,181.6300048828125,182.0800018310547,32139300
2020-05-07,176.44290161132812,183.60000610351562,184.5500030517578,182.5800018310547,184.1699981689453,28316000
2020-05-08,177.48072814941406,184.67999267578125,185.0,183.36000061035156,184.97999572753906,30877800
2020-05-11,179.46047973632812,186.74000549316406,187.50999450683594,182.85000610351562,183.14999389648438,30892700
2020-05-12,175.3953399658203,182.50999450683594,187.0399932861328,182.3000030517578,186.8000030517578,32038200
2020-05-13,172.7429656982422,179.75,184.0500030517578,176.5399932861328,182.5500030517578,44711500
2020-05-14,173.49253845214844,180.52999877929688,180.69000244140625,175.67999267578125,177.5399932861328,41873900
2020-05-15,176.02001953125,183.16000366210938,187.05999755859375,177.0,179.05999755859375,46610400
2020-05-18,177.7017822265625,184.91000366210938,186.1999969482422,183.9600067138672,185.75,35264500
2020-05-19,176.47171020507812,183.6300048828125,186.60000610351562,183.49000549316406,185.02999877929688,26799100
2020-05-20,178.91944885253906,185.66000366210938,185.85000610351562,183.94000244140625,184.80999755859375,31261300
2020-05-21,176.77044677734375,183.42999267578125,186.6699981689453,183.2899932861328,185.39999389648438,29119500
2020-05-22,176.84751892089844,183.50999450683594,184.4600067138672,182.5399932861328,183.19000244140625,20826900
2020-05-26,174.97799682617188,181.57000732421875,186.5,181.10000610351562,186.33999633789062,36073600
2020-05-27,175.20925903320312,181.80999755859375,181.99000549316406,176.60000610351562,180.1999969482422,39517100
2020-05-28,174.81411743164062,181.39999389648438,184.14999389648438,180.3800048828125,180.74000549316406,33810200
2020-05-29,176.5969696044922,183.25,184.27000427246094,180.41000366210938,182.72999572753906,42130400
2020-06-01,176.19224548339844,182.8300018310547,183.0,181.4600067138672,182.5399932861328,22622400
2020-06-02,178.19668579101562,184.91000366210938,185.0,181.35000610351562,184.25,30794600
2020-06-03,178.63035583496094,185.36000061035156,185.94000244140625,183.5800018310547,184.82000732421875,27311000
2020-06-04,176.27894592285156,182.9199981689453,185.83999633789062,182.3000030517578,184.3000030517578,28761800
2020-06-05,180.403564453125,187.1999969482422,187.72999572753906,182.00999450683594,182.6199951171875,39893600
2020-06-08,181.52145385742188,188.36000061035156,188.5500030517578,184.44000244140625,185.94000244140625,33211600
2020-06-09,182.90916442871094,189.8000030517578,190.6999969482422,187.25999450683594,188.0,29783900
2020-06-10,189.6935577392578,196.83999633789062,198.52000427246094,191.00999450683594,191.1300048828125,43872300
2020-06-11,179.50732421875,186.27000427246094,195.75999450683594,186.07000732421875,193.1300048828125,52854700
2020-06-12,180.92396545410156,187.74000549316406,191.72000122070312,185.17999267578125,190.5399932861328,43373600
2020-06-15,182.0803985595703,188.94000244140625,190.82000732421875,184.00999450683594,184.5800018310547,32770200
2020-06-16,186.5422821044922,193.57000732421875,195.5800018310547,191.4600067138672,192.88999938964844,42556700
2020-06-17,187.18797302246094,194.24000549316406,196.32000732421875,193.69000244140625,195.02999877929688,25687800
2020-06-18,189.1924591064453,196.32000732421875,196.49000549316406,194.0,194.0,23061600
2020-06-19,188.06492614746094,195.14999389648438,199.2899932861328,194.3699951171875,198.58999633789062,44441100
2020-06-22,193.2881622314453,200.57000732421875,200.75999450683594,195.22999572753906,195.7899932861328,32818900
2020-06-23,194.5794677734375,201.91000366210938,203.9499969482422,201.42999267578125,202.08999633789062,30917400
2020-06-24,190.6572723388672,197.83999633789062,203.25,196.55999755859375,201.60000610351562,36740600
2020-06-25,193.06649780273438,200.33999633789062,200.61000061035156,195.47000122070312,197.8000030517578,27803900
2020-06-26,189.2021026611328,196.3300018310547,199.88999938964844,194.8800048828125,199.72999572753906,54675800
2020-06-29,191.23553466796875,198.44000244140625,198.52999877929688,193.5500030517578,195.77999877929688,26701600
2020-06-30,196.12142944335938,203.50999450683594,204.39999389648438,197.74000549316406,197.8800048828125,34310300
2020-07-01,197.2682342529297,204.6999969482422,206.35000610351562,201.77000427246094,203.13999938964844,32061200
2020-07-02,198.77157592773438,206.25999450683594,208.02000427246094,205.0,205.67999267578125,29315800
2020-07-06,203.0503692626953,210.6999969482422,211.1300048828125,208.08999633789062,208.8300018310547,31897600
2020-07-07,200.68931579589844,208.25,214.6699981689453,207.99000549316406,210.4499969482422,33600700
2020-07-08,205.10305786132812,212.8300018310547,213.25999450683594,208.69000244140625,210.07000732421875,33600000
2020-07-09,206.53895568847656,214.32000732421875,216.3800048828125,211.47000122070312,216.3300018310547,33121700
2020-07-10,205.9125518798828,213.6699981689453,214.0800018310547,211.0800018310547,213.6199951171875,26177600
2020-07-13,199.55218505859375,207.07000732421875,215.8000030517578,206.5,214.47999572753906,38135600
2020-07-14,200.78570556640625,208.35000610351562,208.85000610351562,202.02999877929688,206.1300048828125,37591800
2020-07-15,200.48695373535156,208.0399932861328,211.3300018310547,205.02999877929688,209.55999755859375,32179400
2020-07-16,196.51654052734375,203.9199981689453,205.6999969482422,202.30999755859375,205.39999389648438,29940700
2020-07-17,195.51431274414062,202.8800048828125,205.0399932861328,201.38999938964844,204.47000122070312,31635300
2020-07-20,203.91770935058594,211.60000610351562,212.3000030517578,203.00999450683594,205.0,36884800
2020-07-21,201.1711883544922,208.75,213.94000244140625,208.02999877929688,213.66000366210938,37990400
2020-07-22,204.062255859375,211.75,212.3000030517578,208.38999938964844,209.1999969482422,49605700
2020-07-23,195.18661499023438,202.5399932861328,210.9199981689453,202.14999389648438,207.19000244140625,67457000
2020-07-24,193.99163818359375,201.3000030517578,202.86000061035156,197.50999450683594,200.4199981689453,39827000
2020-07-27,196.4490509033203,203.85000610351562,203.97000122070312,200.86000061035156,201.47000122070312,30160900
2020-07-28,194.6855010986328,202.02000427246094,204.6999969482422,201.74000549316406,203.61000061035156,23251400
2020-07-29,196.65145874023438,204.05999755859375,204.64999389648438,202.00999450683594,202.5,19632600
2020-07-30,196.4972686767578,203.89999389648438,204.4600067138672,199.57000732421875,201.0,25079600
2020-07-31,197.56698608398438,205.00999450683594,205.10000610351562,199.00999450683594,204.39999389648438,51044000
2020-08-03,208.67835998535156,216.5399932861328,217.63999938964844,210.44000244140625,211.52000427246094,78983000
2020-08-04,205.54635620117188,213.2899932861328,214.77000427246094,210.30999755859375,214.1699981689453,49280100
2020-08-05,205.20907592773438,212.94000244140625,215.0,211.57000732421875,214.89999389648438,28806400
2020-08-06,208.49522399902344,216.35000610351562,216.3699951171875,211.5500030517578,212.33999633789062,32656800
2020-08-07,204.7657470703125,212.47999572753906,215.6999969482422,210.92999267578125,214.85000610351562,27820400
2020-08-10,200.68931579589844,208.25,211.8800048828125,206.35000610351562,211.6699981689453,36716500
2020-08-11,195.99618530273438,203.3800048828125,207.64999389648438,203.13999938964844,207.16000366210938,36446500
2020-08-12,201.59521484375,209.19000244140625,210.27999877929688,204.75,205.2899932861328,28013100
2020-08-13,201.1229705810547,208.6999969482422,211.35000610351562,208.14999389648438,209.44000244140625,22588900
2020-08-14,201.3157196044922,208.89999389648438,209.58999633789062,207.50999450683594,208.75999450683594,17958900
2020-08-17,202.6456298828125,210.27999877929688,211.19000244140625,208.9199981689453,209.60000610351562,20184800
2020-08-18,203.8117218017578,211.49000549316406,212.36000061035156,209.2100067138672,210.52999877929688,21336200
2020-08-19,202.57516479492188,209.6999969482422,212.10000610351562,209.25,211.49000549316406,27627600
2020-08-20,207.2893829345703,214.5800018310547,215.0,208.91000366210938,209.5399932861328,26981500
2020-08-21,205.78237915039062,213.02000427246094,216.25,212.85000610351562,213.86000061035156,36249300
2020-08-24,206.4296417236328,213.69000244140625,215.52000427246094,212.42999267578125,214.7899932861328,25460100
2020-08-25,209.1151885986328,216.47000122070312,216.61000061035156,213.10000610351562,213.10000610351562,23043700
2020-08-26,213.63616943359375,221.14999389648438,222.08999633789062,217.36000061035156,217.8800048828125,39600800
2020-08-27,218.8816680908203,226.5800018310547,231.14999389648438,219.39999389648438,222.88999938964844,57602200
2020-08-28,221.13250732421875,228.91000366210938,230.63999938964844,226.5800018310547,228.17999267578125,26292900
2020-08-31,217.8673858642578,225.52999877929688,228.6999969482422,224.30999755859375,227.0,28774200
2020-09-01,219.5482177734375,227.27000427246094,227.4499969482422,224.42999267578125,225.50999450683594,25725500
2020-09-02,223.77944946289062,231.64999389648438,232.86000061035156,227.35000610351562,227.97000122070312,34080800
2020-09-03,209.91700744628906,217.3000030517578,229.30999755859375,214.9600067138672,229.27000427246094,58400300
2020-09-04,206.97061157226562,214.25,218.36000061035156,205.19000244140625,215.10000610351562,59664100
2020-09-08,195.7744140625,202.66000366210938,210.02999877929688,202.1999969482422,206.5,52924300
2020-09-09,204.11114501953125,211.2899932861328,214.83999633789062,206.6999969482422,207.60000610351562,45679000
2020-09-10,198.3922882080078,205.3699951171875,214.74000549316406,204.11000061035156,213.39999389648438,35461500
2020-09-11,197.09783935546875,204.02999877929688,208.6300048828125,201.24000549316406,207.1999969482422,33620100
2020-09-14,198.43096923828125,205.41000366210938,209.1999969482422,204.02999877929688,204.24000549316406,30375800
2020-09-15,201.68646240234375,208.77999877929688,209.77999877929688,206.92999267578125,208.4199981689453,21823900
2020-09-16,198.08319091796875,205.0500030517578,210.64999389648438,204.63999938964844,210.6199951171875,26328100
2020-09-17,196.01588439941406,202.91000366210938,204.3300018310547,199.9600067138672,200.0500030517578,34011300
2020-09-18,193.58151245117188,200.38999938964844,203.64999389648438,196.25,202.8000030517578,55225300
2020-09-21,195.658447265625,202.5399932861328,202.7100067138672,196.3800048828125,197.19000244140625,39839700
2020-09-22,200.3726348876953,207.4199981689453,208.10000610351562,202.0800018310547,205.05999755859375,33517100
2020-09-23,193.7747344970703,200.58999633789062,208.10000610351562,200.02999877929688,207.89999389648438,30803800
2020-09-24,196.28636169433594,203.19000244140625,205.57000732421875,199.1999969482422,199.85000610351562,31202500
2020-09-25,200.7590789794922,207.82000732421875,209.0399932861328,202.5399932861328,203.5500030517578,29437300
2020-09-28,202.32403564453125,209.44000244140625,212.57000732421875,208.05999755859375,210.8800048828125,32004900
2020-09-29,200.2180633544922,207.25999450683594,210.07000732421875,206.80999755859375,209.35000610351562,24221900
2020-09-30,203.18377685546875,210.3300018310547,211.97999572753906,206.5399932861328,207.72999572753906,33829100
2020-10-01,205.24143981933594,212.4600067138672,213.99000549316406,211.32000732421875,213.49000549316406,27158400
2020-10-02,199.1844482421875,206.19000244140625,210.99000549316406,205.5399932861328,208.0,33154800
2020-10-05,203.2321014404297,210.3800048828125,210.41000366210938,206.97999572753906,207.22000122070312,21331600
2020-10-06,198.91397094726562,205.91000366210938,210.17999267578125,204.82000732421875,208.82000732421875,28554300
2020-10-07,202.70077514648438,209.8300018310547,210.11000061035156,206.72000122070312,207.05999755859375,25681100
2020-10-08,203.4253387451172,210.5800018310547,211.19000244140625,208.32000732421875,210.50999450683594,19925800
2020-10-09,208.47760009765625,215.80999755859375,215.86000061035156,211.22999572753906,211.22999572753906,26458000
2020-10-12,213.877685546875,221.39999389648438,223.86000061035156,216.80999755859375,218.7899932861328,40461400
2020-10-13,215.28807067871094,222.86000061035156,225.2100067138672,220.42999267578125,222.72000122070312,28950800
2020-10-14,213.3560333251953,220.86000061035156,224.22000122070312,219.1300048828125,223.0,23421700
2020-10-15,212.19679260253906,219.66000366210938,220.36000061035156,216.00999450683594,217.10000610351562,22733100
2020-10-16,212.19679260253906,219.66000366210938,222.2899932861328,219.32000732421875,220.14999389648438,26057900
2020-10-19,206.94161987304688,214.22000122070312,222.3000030517578,213.72000122070312,220.4199981689453,27625800
2020-10-20,207.35699462890625,214.64999389648438,217.3699951171875,213.08999633789062,215.8000030517578,22753500
2020-10-21,207.50192260742188,214.8000030517578,216.9199981689453,213.1199951171875,213.1199951171875,22724900
2020-10-22,207.58883666992188,214.88999938964844,216.05999755859375,211.6999969482422,213.92999267578125,22351500
2020-10-23,208.88331604003906,216.22999572753906,216.27999877929688,213.16000366210938,215.02999877929688,18879600
2020-10-26,202.94227600097656,210.0800018310547,216.33999633789062,208.10000610351562,213.85000610351562,37111600
2020-10-27,206.00457763671875,213.25,214.6699981689453,210.3300018310547,211.58999633789062,36700300
2020-10-28,195.79368591308594,202.67999267578125,208.83999633789062,202.10000610351562,207.6699981689453,51195600
2020-10-29,197.764404296875,204.72000122070312,207.36000061035156,203.3699951171875,204.07000732421875,31432600
2020-10-30,195.59080505371094,202.47000122070312,204.2899932861328,199.6199951171875,203.5,36953700
2020-11-02,195.45559692382812,202.3300018310547,205.27999877929688,200.1199951171875,204.2899932861328,30842200
2020-11-03,199.41627502441406,206.42999267578125,208.1199951171875,203.1199951171875,203.88999938964844,27512000
2020-11-04,209.03787231445312,216.38999938964844,218.32000732421875,212.4199981689453,214.02000427246094,42311800
2020-11-05,215.7034454345703,223.2899932861328,224.1199951171875,221.14999389648438,222.0399932861328,36080100
2020-11-06,216.1188201904297,223.72000122070312,224.36000061035156,218.02999877929688,222.25999450683594,25231900
2020-11-09,210.96990966796875,218.38999938964844,228.1199951171875,217.8800048828125,224.44000244140625,44395000
2020-11-10,203.8406524658203,211.00999450683594,216.5,209.72000122070312,214.5,44045100
2020-11-11,209.1924285888672,216.5500030517578,218.0399932861328,212.1999969482422,212.38999938964844,29440800
2020-11-12,208.1201934814453,215.44000244140625,219.11000061035156,214.4600067138672,217.2100067138672,21593900
2020-11-13,209.15379333496094,216.50999450683594,217.4199981689453,214.16000366210938,216.36000061035156,18621100
2020-11-16,209.84934997558594,217.22999572753906,217.74000549316406,214.52000427246094,214.8699951171875,24953300
2020-11-17,207.17347717285156,214.4600067138672,217.67999267578125,214.0800018310547,216.10000610351562,24154100
2020-11-18,204.44215393066406,211.0800018310547,215.1699981689453,210.92999267578125,213.64999389648438,28372800
2020-11-19,205.74000549316406,212.4199981689453,213.02999877929688,209.92999267578125,211.3800048828125,24792700
2020-11-20,203.77386474609375,210.38999938964844,213.2899932861328,210.0,212.1999969482422,22843100
2020-11-23,203.50265502929688,210.11000061035156,212.2899932861328,208.16000366210938,210.9499969482422,25683500
2020-11-24,207.1347198486328,213.86000061035156,214.25,208.86000061035156,209.58999633789062,33979700
2020-11-25,207.14439392089844,213.8699951171875,215.2899932861328,212.4600067138672,215.11000061035156,21012900
2020-11-27,208.46163940429688,215.22999572753906,216.27000427246094,214.0399932861328,214.85000610351562,14512200
2020-11-30,207.33815002441406,214.07000732421875,214.75999450683594,210.83999633789062,214.10000610351562,33064800
2020-12-01,209.4108428955078,216.2100067138672,217.32000732421875,213.35000610351562,214.50999450683594,30904500
2020-12-02,208.5972442626953,215.3699951171875,215.47000122070312,212.8000030517578,214.8800048828125,23724500
2020-12-03,207.50277709960938,214.24000549316406,216.3800048828125,213.64999389648438,214.61000061035156,25120900
2020-12-04,207.61900329589844,214.36000061035156,215.3800048828125,213.17999267578125,214.22000122070312,24666000
2020-12-07,207.5511932373047,214.2899932861328,215.5399932861328,212.99000549316406,214.3699951171875,24620000
2020-12-08,209.21710205078125,216.00999450683594,216.9499969482422,212.88999938964844,213.97000122070312,23284100
2020-12-09,205.1395263671875,211.8000030517578,215.22999572753906,211.2100067138672,215.16000366210938,32440600
2020-12-10,203.89974975585938,210.52000427246094,213.0800018310547,210.36000061035156,211.77000427246094,26733300
2020-12-11,206.55357360839844,213.25999450683594,213.32000732421875,209.11000061035156,210.0500030517578,30979400
2020-12-14,207.46405029296875,214.1999969482422,216.2100067138672,212.8800048828125,213.10000610351562,28798400
2020-12-15,207.396240234375,214.1300048828125,215.4199981689453,212.24000549316406,215.1699981689453,27000600
2020-12-16,212.38427734375,219.27999877929688,220.11000061035156,214.72000122070312,214.75,35023300
2020-12-17,212.51988220214844,219.4199981689453,220.88999938964844,217.9199981689453,219.8699951171875,32515800
2020-12-18,211.7159881591797,218.58999633789062,219.69000244140625,216.02000427246094,218.58999633789062,63354900
2020-12-21,215.59017944335938,222.58999633789062,224.0,217.27999877929688,217.5500030517578,37181900
2020-12-22,216.89776611328125,223.94000244140625,225.6300048828125,221.85000610351562,222.69000244140625,22612200
2020-12-23,214.069580078125,221.02000427246094,223.55999755859375,220.8000030517578,223.11000061035156,18699600
2020-12-24,215.74513244628906,222.75,223.61000061035156,221.1999969482422,221.4199981689453,10550600
2020-12-28,217.8856658935547,224.9600067138672,226.02999877929688,223.02000427246094,224.4499969482422,17933500
2020-12-29,217.10116577148438,224.14999389648438,227.17999267578125,223.5800018310547,226.30999755859375,17403200
2020-12-30,214.70880126953125,221.67999267578125,225.6300048828125,221.47000122070312,225.22999572753906,20272300
2020-12-31,215.425537109375,222.4199981689453,223.0,219.67999267578125,221.6999969482422,20942100
2021-01-04,210.84429931640625,217.69000244140625,223.0,214.80999755859375,222.52999877929688,37130100
2021-01-05,211.0476837158203,217.89999389648438,218.52000427246094,215.6999969482422,217.25999450683594,23823000
2021-01-06,205.57537841796875,212.25,216.49000549316406,211.94000244140625,212.1699981689453,35930700
2021-01-07,211.42538452148438,218.2899932861328,219.33999633789062,213.7100067138672,214.0399932861328,27694500
2021-01-08,212.71360778808594,219.6199951171875,220.5800018310547,217.02999877929688,218.67999267578125,22956200
2021-01-11,210.6505889892578,217.49000549316406,218.91000366210938,216.72999572753906,218.47000122070312,23031300
2021-01-12,208.17108154296875,214.92999267578125,217.10000610351562,213.32000732421875,216.5,23249300
2021-01-13,209.53672790527344,216.33999633789062,216.75999450683594,213.92999267578125,214.02000427246094,20087100
2021-01-14,206.3211669921875,213.02000427246094,217.4600067138672,212.74000549316406,215.91000366210938,29480800
2021-01-15,205.96278381347656,212.64999389648438,214.50999450683594,212.02999877929688,213.52000427246094,31746500
2021-01-19,209.63360595703125,216.44000244140625,216.97999572753906,212.6300048828125,213.75,30480900
2021-01-20,217.28517150878906,224.33999633789062,225.7899932861328,217.2899932861328,217.6999969482422,37777300
2021-01-21,217.8953399658203,224.97000122070312,226.3000030517578,222.4199981689453,224.6999969482422,30709400
2021-01-22,218.84451293945312,225.9499969482422,230.07000732421875,225.8000030517578,227.0800018310547,30172700
2021-01-25,222.3119354248047,229.52999877929688,229.77999877929688,224.22000122070312,229.1199951171875,33152100
2021-01-26,225.02389526367188,232.3300018310547,234.17999267578125,230.0800018310547,231.86000061035156,49169600
2021-01-27,225.57601928710938,232.89999389648438,240.44000244140625,230.13999938964844,238.0,69870600
2021-01-28,231.4163360595703,238.92999267578125,242.63999938964844,235.08999633789062,235.61000061035156,49111200
2021-01-29,224.6655731201172,231.9600067138672,238.02000427246094,231.35000610351562,235.99000549316406,42503100
2021-02-01,232.11370849609375,239.64999389648438,242.5,232.42999267578125,235.05999755859375,33314200
2021-02-02,231.97811889648438,239.50999450683594,242.30999755859375,238.69000244140625,241.3000030517578,25916300
2021-02-03,235.3583526611328,243.0,245.08999633789062,239.25999450683594,239.57000732421875,27158100
2021-02-04,234.3994903564453,242.00999450683594,243.24000549316406,240.3699951171875,242.66000366210938,25296100
2021-02-05,234.58352661132812,242.1999969482422,243.27999877929688,240.4199981689453,242.22999572753906,18054800
